182.08,224.66,170.38,137.85,528.46,87.91,43.39,15.47,20.81,16.63,moving-towards-fast
22.21,35.33,50.64,61.94,76.28,98.66,109.49,125.83,151.93,191.73,moving-away-slowly
27.95,51.52,71.93,92.88,112.69,119.94,140.24,165.25,204.47,1153.66,moving-away-slowly
26.96,20.25,22.11,24.58,52.38,67.61,83.8,92.79,213.76,117.77,moving-away-slowly
336.99,42.4,68.94,89.18,85.68,126.58,134.23,148.18,178.76,195.93,moving-away-slowly
22.8,36.48,53.69,69.51,87.71,110.74,397.72,104.97,161.54,174.65,moving-away-slowly
11.55,14.68,14.64,28.08,94.34,164.4,272.25,97.51,439.76,341.08,moving-away-fast
28.79,697.51,28.23,26.31,41.88,104.48,151.45,191.71,957.1,663.54,moving-away-fast
29.25,25.96,26.2,40.63,102.28,148.74,198.11,92.86,90.57,1207.55,moving-away-fast
150.22,15.77,15.96,36.08,88.42,141.31,191.07,220.23,851.25,227.38,moving-away-fast
17.18,15.12,15.65,15.96,20.29,106.24,113.83,253.98,441.88,242.21,moving-away-fast
7.05,7.33,7.12,7.05,6.08,7.21,7.25,6.02,6.49,6.64,not-moving
17.45,17.24,17.35,17.4,17.44,17.36,17.58,18.22,18.31,17.86,not-moving
28.17,32.65,31.35,31.36,31.73,32.31,31.99,31.94,31.42,28.9,not-moving
80.59,237.64,64.53,77.39,90.41,95.63,97.76,85.22,82.86,78.09,not-moving
41.12,40.54,39.88,40.71,40.45,40.18,39.46,40.26,40.83,43.1,not-moving
221.08,245.89,196.58,173.1,195.48,75.73,144.6,126.83,111.65,87.71,moving-towards-slowly
256,130.65,127.63,154.23,146.58,256.05,87.72,124.78,133.47,119.89,moving-towards-slowly
678.23,99.95,212.56,171.88,92.26,153.98,129.52,90.99,105.64,93.36,moving-towards-slowly
170.84,208.93,158.18,137.55,124.89,112.24,101.31,90.28,78.1,62.41,moving-towards-slowly
158.74,150.52,141.78,129.74,119.81,103.14,86.46,77.36,70.22,60.2,moving-towards-slowly
192.38,185.66,189.17,181.62,304.39,68.44,27.73,10.37,10.24,8.48,moving-towards-fast
174.24,194.88,210.4,457.22,86.53,134.63,140.24,58.39,18.13,10.41,moving-towards-fast
380.47,189.11,118.69,235.12,126.33,90.76,51.4,14.62,11.63,9.09,moving-towards-fast
254.53,153.75,219.41,255.3,80.58,88.66,38.33,23.49,196.15,8.2,moving-towards-fast
183.08,225.66,171.38,138.85,529.46,88.91,44.39,16.47,21.81,17.63,moving-towards-fast
23.21,36.33,51.64,62.94,77.28,99.66,110.49,126.83,152.93,192.73,moving-away-slowly
28.95,52.52,72.93,93.88,113.69,120.94,141.24,166.25,205.47,1154.66,moving-away-slowly
27.96,21.25,23.11,25.58,53.38,68.61,84.8,93.79,214.76,118.77,moving-away-slowly
337.99,43.4,69.94,90.18,86.68,127.58,135.23,149.18,179.76,196.93,moving-away-slowly
23.8,37.48,54.69,70.51,88.71,111.74,398.72,105.97,162.54,175.65,moving-away-slowly
12.55,15.68,15.64,29.08,95.34,165.4,273.25,98.51,440.76,342.08,moving-away-fast
29.79,698.51,29.23,27.31,42.88,105.48,152.45,192.71,958.1,664.54,moving-away-fast
30.25,26.96,27.2,41.63,103.28,149.74,199.11,93.86,91.57,1208.55,moving-away-fast
151.22,16.77,16.96,37.08,89.42,142.31,192.07,221.23,852.25,228.38,moving-away-fast
18.18,16.12,16.65,16.96,21.29,107.24,114.83,254.98,442.88,243.21,moving-away-fast
8.05,8.33,8.12,8.05,7.08,8.21,8.25,7.02,7.49,7.64,not-moving
18.45,18.24,18.35,18.4,18.44,18.36,18.58,19.22,19.31,18.86,not-moving
29.17,33.65,32.35,32.36,32.73,33.31,32.99,32.94,32.42,29.9,not-moving
81.59,238.64,65.53,78.39,91.41,96.63,98.76,86.22,83.86,79.09,not-moving
42.12,41.54,40.88,41.71,41.45,41.18,40.46,41.26,41.83,44.1,not-moving
222.08,246.89,197.58,174.1,196.48,76.73,145.6,127.83,112.65,88.71,moving-towards-slowly
257,131.65,128.63,155.23,147.58,257.05,88.72,125.78,134.47,120.89,moving-towards-slowly
679.23,100.95,213.56,172.88,93.26,154.98,130.52,91.99,106.64,94.36,moving-towards-slowly
171.84,209.93,159.18,138.55,125.89,113.24,102.31,91.28,79.1,63.41,moving-towards-slowly
159.74,151.52,142.78,130.74,120.81,104.14,87.46,78.36,71.22,61.2,moving-towards-slowly
193.38,186.66,190.17,182.62,305.39,69.44,28.73,11.37,11.24,9.48,moving-towards-fast
175.24,195.88,211.4,458.22,87.53,135.63,141.24,59.39,19.13,11.41,moving-towards-fast
381.47,190.11,119.69,236.12,127.33,91.76,52.4,15.62,12.63,10.09,moving-towards-fast
255.53,154.75,220.41,256.3,81.58,89.66,39.33,24.49,197.15,9.2,moving-towards-fast
184.08,226.66,172.38,139.85,530.46,89.91,45.39,17.47,22.81,18.63,moving-towards-fast
24.21,37.33,52.64,63.94,78.28,100.66,111.49,127.83,153.93,193.73,moving-away-slowly
29.95,53.52,73.93,94.88,114.69,121.94,142.24,167.25,206.47,1155.66,moving-away-slowly
28.96,22.25,24.11,26.58,54.38,69.61,85.8,94.79,215.76,119.77,moving-away-slowly
338.99,44.4,70.94,91.18,87.68,128.58,136.23,150.18,180.76,197.93,moving-away-slowly
24.8,38.48,55.69,71.51,89.71,112.74,399.72,106.97,163.54,176.65,moving-away-slowly
13.55,16.68,16.64,30.08,96.34,166.4,274.25,99.51,441.76,343.08,moving-away-fast
30.79,699.51,30.23,28.31,43.88,106.48,153.45,193.71,959.1,665.54,moving-away-fast
31.25,27.96,28.2,42.63,104.28,150.74,200.11,94.86,92.57,1209.55,moving-away-fast
152.22,17.77,17.96,38.08,90.42,143.31,193.07,222.23,853.25,229.38,moving-away-fast
19.18,17.12,17.65,17.96,22.29,108.24,115.83,255.98,443.88,244.21,moving-away-fast
